system:index,mean,.geo
253,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.419136457036,-9.669346648865261]}"
254,0.44,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22091031836605,-9.67552815538388]}"
255,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.296014274831485,-9.659880658016741]}"
256,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15660989555348,-9.599724905286136]}"
257,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27498733424946,-9.653242771838041]}"
258,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.333757504136756,-9.643623156054154]}"
259,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21099712150823,-9.588774099961089]}"
260,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21651190615927,-9.633846244071066]}"
261,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.360544444719814,-9.68568211824867]}"
262,0.63,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.202298679866125,-9.657927585622236]}"
263,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15191586586693,-9.60786845996972]}"
264,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2986680922804,-9.659056668053346]}"
265,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21214676137429,-9.679849882877654]}"
266,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.364210850636226,-9.60955769738761]}"
267,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17977043913032,-9.653868603808144]}"
268,0.39,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38109770504586,-9.573326688151175]}"
269,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30038145375685,-9.679767895546819]}"
270,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.385218013771215,-9.68198549146388]}"
271,0.86,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18637698543426,-9.662182108949567]}"
272,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28759168607695,-9.660932332293427]}"
273,0.04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.428294578318436,-9.664286500362156]}"
274,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27191654848775,-9.61168115077832]}"
275,0.83,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3758938826775,-9.691476368330044]}"
276,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18050406849881,-9.674736876307378]}"
277,0.64,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39505886334208,-9.62745152282874]}"
278,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41899834438594,-9.634645170297548]}"
279,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33353196379384,-9.573136297433052]}"
280,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.283344749554196,-9.61462531734055]}"
281,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27983648941025,-9.581540687174671]}"
282,0.76,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.384203140642654,-9.669569337446921]}"
283,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33693797184356,-9.61179989969146]}"
284,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.189669030006435,-9.64789754728638]}"
285,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30546240857768,-9.596333477695904]}"
286,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28433335100428,-9.598465759423343]}"
287,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29998627076776,-9.610755931924823]}"
288,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26194360956141,-9.66144943560279]}"
289,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.272161922096835,-9.672191847644283]}"
290,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16253498147098,-9.62811158354355]}"
291,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42706854593654,-9.636624620949267]}"
292,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3251200277068,-9.586358236731535]}"
293,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.220412420857556,-9.671022217585444]}"
294,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25441730152262,-9.672748619371657]}"
295,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20940953912393,-9.669564441218904]}"
296,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.428240161808986,-9.652915874830565]}"
297,0.62,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.361616430857715,-9.654731084458168]}"
298,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2119231481992,-9.590475350165782]}"
299,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18865058259125,-9.652640844806939]}"
300,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29683116929451,-9.632389213933427]}"
301,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38905177077176,-9.615844445052698]}"
302,0.77,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.319784169373,-9.61461372805708]}"
303,0.28,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39749034832184,-9.677409707319354]}"
304,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36195912288037,-9.608087582308777]}"
305,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17774751880881,-9.661496182977741]}"
306,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18775287325413,-9.624270198604343]}"
307,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22174503625516,-9.58217218898511]}"
308,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.298364318871265,-9.577095331588124]}"
309,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.394841879701424,-9.601462096174108]}"
310,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39744190360104,-9.577848597676326]}"
311,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.194093073721305,-9.67302939297964]}"
312,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16136583654936,-9.671207129224427]}"
313,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15993224360903,-9.582570700620566]}"
314,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.241991878336606,-9.58210829706127]}"
315,0.24,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31922952024282,-9.614323164579359]}"
316,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41442775938228,-9.578151700794027]}"
317,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34189310588884,-9.616199635461873]}"
318,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33293560792435,-9.592010212431518]}"
319,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30277948218268,-9.635518950580478]}"
320,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.372335626393834,-9.658848305947293]}"
321,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33456004480756,-9.591181198778058]}"
322,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36336800123997,-9.680922703025733]}"
323,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19274837973874,-9.574400497695448]}"
324,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.429973178246584,-9.64128448166779]}"
325,0.01,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19241173543652,-9.58415635030599]}"
326,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31345056138524,-9.672145808765737]}"
327,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.191428094251535,-9.649037929992732]}"
328,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24860965805795,-9.614966565537742]}"
329,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32722488568165,-9.585376455056142]}"
330,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3477123309608,-9.58658340545262]}"
331,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31642404036106,-9.589850174772051]}"
332,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2063978643342,-9.64608487394541]}"
333,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41361132954986,-9.62557538064872]}"
334,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.225469934679914,-9.666926213535406]}"
335,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20216508724794,-9.612292340709828]}"
336,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34261432939318,-9.637360708061237]}"
337,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39581308884832,-9.591784650319875]}"
338,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25162285678549,-9.590187153015211]}"
339,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29012607351273,-9.653729201300939]}"
340,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.272875450459125,-9.68284498509175]}"
341,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.394442877814605,-9.589292169793021]}"
342,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.357978400225655,-9.665279498787283]}"
343,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.384042760108265,-9.576858348363952]}"
344,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39594402989959,-9.589299676995234]}"
345,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.292070976135705,-9.668705140161265]}"
346,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18136145565805,-9.678416727912452]}"
347,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39927927360581,-9.632510100668332]}"
348,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22370315650085,-9.676299659879158]}"
349,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30938093497047,-9.594516937292033]}"
350,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.207269119649645,-9.671948779962584]}"
351,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19682562435622,-9.583294782786822]}"
352,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19764524494154,-9.684981406776682]}"
353,0.93,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36291859635963,-9.652683709591363]}"
354,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26260847022908,-9.582485472797453]}"
355,0.93,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3618468839844,-9.573099722492307]}"
356,0.12,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37529442278202,-9.655664969020028]}"
357,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19922475667592,-9.595856916205557]}"
358,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23466639763077,-9.67744178678534]}"
359,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18140034560008,-9.6083261830883]}"
360,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35947601298796,-9.661218987833031]}"
361,0.21,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.198469189328776,-9.66947385447783]}"
362,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29690526174055,-9.59997178731811]}"
363,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32364104315098,-9.659502833136077]}"
364,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16256586741327,-9.677586683938234]}"
365,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.428610152133565,-9.635445300822978]}"
366,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15542815630293,-9.624508525112551]}"
367,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26744996374084,-9.649171450709705]}"
368,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25305101840532,-9.653915794061973]}"
369,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.403175918792286,-9.624985800786495]}"
370,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38156020368593,-9.656236720939296]}"
371,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18158998752298,-9.67818387604137]}"
372,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23976674837377,-9.601907722392275]}"
373,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.360401215104524,-9.610131761277305]}"
374,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35242231862495,-9.673525089601265]}"
375,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.278823666652734,-9.653116708084601]}"
376,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31447621133793,-9.648866412439519]}"
377,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.236273915593955,-9.596751634175579]}"
378,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19207868227392,-9.630250720519978]}"
379,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36895296239458,-9.63879855838429]}"
380,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.166600576784425,-9.578912615966592]}"
381,0.53,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30506341501938,-9.688973902254563]}"
382,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15428799610145,-9.591408695867358]}"
383,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39387850654572,-9.623818729554158]}"
384,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41181148899061,-9.576738755039077]}"
385,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33475934247342,-9.617015749534085]}"
386,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.335667620935006,-9.60718689219593]}"
387,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27427748596471,-9.620826485260011]}"
388,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.352968245991725,-9.658673369496631]}"
389,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.164261422251556,-9.640692177073921]}"
390,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21728403570132,-9.653551523158287]}"
391,0.92,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.257058404813584,-9.667202534867519]}"
392,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33949088705596,-9.614123798568114]}"
393,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20604690347512,-9.672104640270312]}"
394,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.403299690893796,-9.688020054326302]}"
395,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.206813323868474,-9.666129770146535]}"
396,0.62,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29121031797423,-9.671744134014483]}"
397,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38209569385329,-9.594617618586643]}"
398,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2083906297331,-9.670801772745829]}"
399,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33304829046914,-9.592422314294756]}"
400,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23540278287489,-9.61538001634654]}"
401,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.260350209888955,-9.672004565460162]}"
402,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18955231768109,-9.645804688851133]}"
403,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35734598095138,-9.64189402382588]}"
404,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.318948177987664,-9.655372654674212]}"
405,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37223096938057,-9.64036551596703]}"
406,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3151745586066,-9.5956605133589]}"
407,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1656245430302,-9.679779206674164]}"
408,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26021631117486,-9.605024661884109]}"
409,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.427338723080375,-9.619488320992499]}"
410,0.32,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40432111016445,-9.61061431960519]}"
411,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.418935974317826,-9.59424822843044]}"
412,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28456791014195,-9.652953837093701]}"
413,0.72,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35431017207262,-9.69087128031352]}"
414,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40483275357266,-9.681532533971223]}"
415,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.395462781550066,-9.658734956525196]}"
416,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39408342802891,-9.621088963674703]}"
417,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39365459252585,-9.651811437582127]}"
418,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.431768621051525,-9.652811950681041]}"
419,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19880603519413,-9.584438355203657]}"
420,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22992637258634,-9.628217065094734]}"
421,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.224615603575046,-9.679935309286998]}"
422,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2770467345486,-9.606581145953683]}"
423,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2912238404888,-9.58862819043642]}"
424,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17151613181401,-9.678608469908179]}"
425,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39418955698809,-9.668623407407791]}"
426,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25774203266736,-9.62805360579313]}"
427,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.417074953924995,-9.596607108271293]}"
428,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15277190742208,-9.593264316555622]}"
429,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.342565078004036,-9.584524595463812]}"
430,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.217506362447395,-9.67881822689827]}"
431,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38149000430079,-9.660077705597907]}"
432,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28168150870466,-9.625542507483932]}"
433,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23257274118774,-9.573537980898982]}"
434,0.62,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21647959338953,-9.616140704310602]}"
435,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28347281878932,-9.578516576614978]}"
436,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.254267504502494,-9.581556351092903]}"
437,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19358629117373,-9.67736120340943]}"
438,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16071286099826,-9.603088227669637]}"
439,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.401277365555146,-9.591738349547844]}"
440,0.59,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27213625542726,-9.573304157081305]}"
441,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.239733189526646,-9.596481148656743]}"
442,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.180205890022975,-9.611159268314745]}"
443,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.277791680610385,-9.590919082049885]}"
444,0.75,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20910092020492,-9.575962042985818]}"
445,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3121994762295,-9.590783603316915]}"
446,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32742311558918,-9.634061756630812]}"
447,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.407355460778916,-9.66297714777087]}"
448,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.253853513198834,-9.643698188298693]}"
449,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36115947309253,-9.63533193492784]}"
450,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38983624363791,-9.637940919810823]}"
451,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32289756015173,-9.66688105954078]}"
452,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41825925665825,-9.67726599380241]}"
453,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.249023298534574,-9.68235789816613]}"
454,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31662249337955,-9.686410361414808]}"
455,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.317766707823004,-9.688425335774165]}"
456,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.422809546020844,-9.618324204082596]}"
457,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.398208451523146,-9.689859443366565]}"
458,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26975438808984,-9.605954900501109]}"
459,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24791911376765,-9.628089793123923]}"
460,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3171175178437,-9.633728750498516]}"
461,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.43125769172382,-9.59177966166801]}"
462,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22386871487666,-9.659817229345126]}"
463,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.415863190943064,-9.610910313050578]}"
464,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29141361323219,-9.604832891072615]}"
465,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.360853269741966,-9.590996755105333]}"
466,0.39,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21279416177603,-9.674650698232442]}"
467,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.423249358762874,-9.631678953625775]}"
468,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31723675730468,-9.675365017917393]}"
469,0.69,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31010250415639,-9.61214809398879]}"
470,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20307617751528,-9.652327957008454]}"
471,0.76,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3842041878382,-9.668583685687773]}"
472,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.250265299065724,-9.580520015464064]}"
473,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.43197406592161,-9.666343355082152]}"
474,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31926827507097,-9.578339738762141]}"
475,0.75,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33935123387983,-9.67966880970021]}"
476,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15305604050318,-9.585034441059333]}"
477,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.195866345751256,-9.591479341344588]}"
478,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26627473598236,-9.587256568676624]}"
479,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19791048748772,-9.691534143833708]}"
480,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28713268743285,-9.605785253201118]}"
481,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25936852897159,-9.598233560349225]}"
482,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27869356227556,-9.624103527114254]}"
483,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.333836233090224,-9.60327836970348]}"
484,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38018364709652,-9.588864316391868]}"
485,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3648173629198,-9.67939899829744]}"
486,0.15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22974489173867,-9.616752728813607]}"
487,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36581506137676,-9.67733246142699]}"
488,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28450011586803,-9.622820856635549]}"
489,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16360710875777,-9.687787372588533]}"
490,0.85,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.343064584262535,-9.677851257958237]}"
491,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.386735281561876,-9.675009454966562]}"
492,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34200887848353,-9.592091687990564]}"
493,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.427819854435214,-9.589989071338566]}"
494,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27002601433955,-9.648275599643066]}"
495,0.37,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35096398914552,-9.665185912851621]}"
496,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24866773494254,-9.591808344637125]}"
497,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16591896599397,-9.609388462845276]}"
498,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.192084616080244,-9.59707122628206]}"
499,0.78,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.382917812619986,-9.670035003228177]}"
500,0.49,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41993562504008,-9.635095517467015]}"
501,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16649911782501,-9.626466299367658]}"
502,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.400170575708245,-9.637773269376481]}"
503,0.01,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38147638487294,-9.667822679750238]}"
504,0.6,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29303095345862,-9.571596961822886]}"
505,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38073706408245,-9.59457070501479]}"
506,0.91,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19159342345244,-9.658316530426113]}"
