system:index,mean,.geo
507,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1993278967541,-9.599492624140046]}"
508,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21753287819753,-9.596704761913664]}"
509,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26352161959576,-9.673924853379788]}"
510,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17214019623996,-9.617199203519721]}"
511,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2849824779602,-9.5769611016987]}"
512,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.155768353572405,-9.670619296720707]}"
513,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16376971799916,-9.6299626613324]}"
514,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25306486213254,-9.609800546616245]}"
515,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17069847115592,-9.607476104224583]}"
516,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16360418200731,-9.631962147963817]}"
517,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.232560076632076,-9.661035063445356]}"
518,0.42,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3754580654518,-9.578241583170602]}"
519,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31387657565002,-9.587921375007905]}"
520,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.225192020509944,-9.597379126699437]}"
521,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25141830280164,-9.579720270128268]}"
522,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24274494494915,-9.63623655353562]}"
523,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.199278909215494,-9.646293970818908]}"
524,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19509017280749,-9.585011842832394]}"
525,0.92,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23045615681934,-9.577971045872612]}"
526,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23382846468528,-9.587880801045149]}"
527,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19588875055826,-9.652199411973326]}"
528,0.48,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30548707746093,-9.607246849382365]}"
529,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.236622409164006,-9.594264329807077]}"
530,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38299341802172,-9.675274943165046]}"
531,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39615651363198,-9.609581655652187]}"
532,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30971067739681,-9.660877539534278]}"
533,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25114613233875,-9.609051217361719]}"
534,0.77,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32493216555609,-9.590327272280252]}"
535,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.174699631496914,-9.585246850327014]}"
536,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30748275013376,-9.62444490050719]}"
537,0.76,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.352547289763656,-9.660606823909463]}"
538,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28434856478194,-9.599609599271407]}"
539,0.37,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2598197268497,-9.573092941519233]}"
540,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15402023618556,-9.68731712655446]}"
541,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26846866394334,-9.591577051368184]}"
542,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18089993256086,-9.636345028753537]}"
543,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17698650526488,-9.681387515894588]}"
544,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.214842866250414,-9.605111279113446]}"
545,0.13,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.306421254208594,-9.615397829341664]}"
546,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42129727554251,-9.58119397268147]}"
547,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25929612199146,-9.584508906906]}"
548,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.171064208355276,-9.68241587274546]}"
549,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29275422693571,-9.67365880805492]}"
550,0.77,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.410964088774136,-9.615303318775947]}"
551,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.304921626902825,-9.626914382310842]}"
552,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40835047494413,-9.634923617718204]}"
553,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.152564345036346,-9.608408564335]}"
554,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2844827613431,-9.657161884301935]}"
555,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26257239785406,-9.616351161517386]}"
556,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22753304192121,-9.574347247306346]}"
557,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.365739927997105,-9.600145826458393]}"
558,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16812674121188,-9.678396170036699]}"
559,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.350534639985476,-9.655783550884982]}"
560,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23482926692992,-9.644821340925944]}"
561,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25736353758476,-9.651462622631717]}"
562,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24124335613274,-9.630635588406365]}"
563,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36230094138559,-9.571379038050813]}"
564,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33640218993197,-9.629976952772012]}"
565,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38634920644543,-9.580169800168358]}"
566,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23972182489669,-9.649901923989997]}"
567,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31105699730228,-9.573334789068626]}"
568,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20722503004578,-9.587630181442854]}"
569,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19421510154576,-9.593084934115126]}"
570,0.44,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41635917388524,-9.576010494720164]}"
571,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.431989002274875,-9.58141137913694]}"
572,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38157813770423,-9.616855858042726]}"
573,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.375736238180046,-9.660862114504289]}"
574,0.21,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.319071436658184,-9.636642107607498]}"
575,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33030726240035,-9.610922363196998]}"
576,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.245674638304095,-9.58816847138068]}"
577,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.330214050555995,-9.61596275922398]}"
578,0.68,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.421760173179905,-9.678931234112454]}"
579,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2802623385432,-9.65197249408659]}"
580,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28254751427984,-9.656271610642769]}"
581,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25032662909736,-9.652381211692173]}"
582,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19194673477488,-9.6180175246548]}"
583,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16106254263501,-9.68538702074224]}"
584,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.262617662888395,-9.58734016400987]}"
585,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19582414610411,-9.586980705761219]}"
586,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17830133461838,-9.650854175749425]}"
587,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.30967781355226,-9.593074249843209]}"
588,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.281372821678794,-9.639305116303134]}"
589,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25309813083612,-9.628923323273762]}"
590,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19104919479139,-9.623885175285531]}"
591,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40303101011732,-9.602257027192312]}"
592,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29305413890165,-9.684244691770516]}"
593,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36837806841425,-9.64183573905052]}"
594,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23164179419869,-9.584398465262607]}"
595,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33342435646869,-9.6749722606059]}"
596,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.426061666553004,-9.574509859728659]}"
597,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26912965985145,-9.624549325426083]}"
598,0.59,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.424841996633326,-9.653181209068729]}"
599,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38914461559137,-9.689505062423482]}"
600,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17880117975445,-9.60805049140629]}"
601,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37457861458877,-9.613635958169358]}"
602,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3571433073045,-9.576294788791266]}"
603,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18607473750063,-9.670754644104452]}"
604,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23509663671494,-9.60348393097566]}"
605,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22159238256088,-9.589040100926457]}"
606,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28525697882122,-9.602932155734484]}"
607,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16694282670103,-9.64723869014593]}"
608,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.228033145312324,-9.577394650135089]}"
609,0.82,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33236081198273,-9.641871348532312]}"
610,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40658168879118,-9.687865188886093]}"
611,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28846738700702,-9.591599894668315]}"
612,0.72,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2181620936518,-9.618705770940585]}"
613,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17561031705478,-9.587106872169798]}"
614,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.188459604553806,-9.604248793611408]}"
615,0.81,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.331978633642905,-9.667045687453076]}"
616,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3283942163745,-9.677931487327292]}"
617,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20827619633657,-9.607956769373743]}"
618,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32625262462071,-9.690858573901917]}"
619,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24056371813646,-9.583035048682817]}"
620,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20268580812477,-9.668482065571437]}"
621,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25850903491803,-9.578866480200432]}"
622,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.299333365924106,-9.582327969570354]}"
623,0.36,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3020346729621,-9.691377963958395]}"
624,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.198177627121346,-9.679537012648652]}"
625,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.259222458344595,-9.66713294716329]}"
626,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.393285807505784,-9.678069137234122]}"
627,0.57,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.20205699891449,-9.671799267322337]}"
628,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36637741635157,-9.638804161857971]}"
629,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19130961348602,-9.615795725736094]}"
630,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25613543045129,-9.681655782050044]}"
631,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40628184994786,-9.572306718871545]}"
632,0.23,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.331865402649015,-9.574286466390122]}"
633,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33496024038291,-9.690657612335855]}"
634,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28424289599688,-9.605041027907198]}"
635,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.28039102249337,-9.67283937759909]}"
636,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31335237492472,-9.584160656304155]}"
637,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26632065277848,-9.673201891904746]}"
638,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.152247650210505,-9.667353168329184]}"
639,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38905455439394,-9.597640850356196]}"
640,0.2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31787916378385,-9.595274500871355]}"
641,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.326958398694345,-9.673894815864521]}"
642,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2381579175714,-9.645217736524296]}"
643,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.348113181527474,-9.601296339930292]}"
644,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21271866215019,-9.575781813935908]}"
645,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23168836493651,-9.647949889217832]}"
646,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35613709279978,-9.574766448341128]}"
647,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23853595128228,-9.596873554454339]}"
648,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29761085294824,-9.647288555061861]}"
649,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17953366399448,-9.654606349413406]}"
650,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39410948939331,-9.651059630912352]}"
651,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.38071980221232,-9.650870749377049]}"
652,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.43072106775599,-9.650309212110514]}"
653,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.36088147482175,-9.610909846200903]}"
654,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.42061221336999,-9.665626213235152]}"
655,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.311268939640094,-9.66509813837746]}"
656,0.76,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32842622920816,-9.64880577219483]}"
657,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.37311232117362,-9.613082510364022]}"
658,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.238071751059415,-9.657859624972879]}"
659,0.71,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29545780517983,-9.572098260990057]}"
660,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.353468495691246,-9.61893789203161]}"
661,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15839363945727,-9.631656229649316]}"
662,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29653959996367,-9.578228584531217]}"
663,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34506418028355,-9.622659959911314]}"
664,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.159081261149765,-9.62002802230021]}"
665,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3605468624119,-9.58165109189406]}"
666,0.15,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41633892119471,-9.615570296599943]}"
667,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.34722487922469,-9.612340115283745]}"
668,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.24240363283384,-9.577575092311333]}"
669,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.15150095708026,-9.661553473485142]}"
670,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29454462125367,-9.592210439472508]}"
671,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32101926826017,-9.690132667275972]}"
672,0.98,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19014469466568,-9.690792379208455]}"
673,0.9,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.282370590331944,-9.675935377532223]}"
674,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.291729660897275,-9.648016757484783]}"
675,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26784534283143,-9.659480597418703]}"
676,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18213761240527,-9.640026226841016]}"
677,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.305167056447246,-9.615342303750879]}"
678,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41894466615057,-9.641576211028807]}"
679,0.78,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35792617803453,-9.630302135180672]}"
680,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.27523228522675,-9.604862018537098]}"
681,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.304041760005795,-9.588203454286841]}"
682,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.234577800057075,-9.587717983592606]}"
683,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4255919927177,-9.644080191456089]}"
684,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.300461699080344,-9.652222923927727]}"
685,0.92,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16375618586415,-9.654238214805634]}"
686,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29703970315274,-9.578780060958755]}"
687,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21922394470899,-9.691522507064857]}"
688,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.292926427122275,-9.691028517984035]}"
689,0.96,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.223038906320305,-9.625081309629593]}"
690,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.25300854946336,-9.672583849471032]}"
691,0.44,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32699535474028,-9.647039617819843]}"
692,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.172364311483015,-9.659728425791958]}"
693,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.33137757668051,-9.6248767603291]}"
694,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31212994056601,-9.674233850409044]}"
695,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.368026791738224,-9.598695277924085]}"
696,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29271854158944,-9.630443101675814]}"
697,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.274888697922265,-9.574925034488432]}"
698,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.307249138979444,-9.66965850488728]}"
699,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32705292413462,-9.638207317588174]}"
700,0.64,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.361253301888375,-9.65686498748664]}"
701,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22252789456004,-9.67484044841052]}"
702,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.367582523223966,-9.636415200640796]}"
703,0.88,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.269539253672946,-9.577952322697229]}"
704,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18234733051227,-9.682062183437138]}"
705,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.301241752711704,-9.652735367005903]}"
706,0.27,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4264270347741,-9.679936564832069]}"
707,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.229289909874645,-9.6361331521016]}"
708,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32635238950225,-9.665561944424123]}"
709,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1750658839389,-9.666666636497492]}"
710,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2521509842435,-9.59705113609068]}"
711,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17621960552709,-9.583082238247105]}"
712,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35346956192573,-9.585431195796458]}"
713,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.18705792608621,-9.672069290325314]}"
714,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.390373811933564,-9.617109585581625]}"
715,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40986157543109,-9.639696396684759]}"
716,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.205012803057436,-9.577152468683124]}"
717,0.94,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22905794859346,-9.669701607997066]}"
718,0.31,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41842962012085,-9.662840122933131]}"
719,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.16143390160688,-9.631934760489758]}"
720,0.95,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.340292245357695,-9.621456939077111]}"
721,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.29494353615144,-9.594675396756912]}"
722,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23319106451293,-9.636182244180922]}"
723,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.423460171411065,-9.672539249192143]}"
724,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.23906203934648,-9.620261641440248]}"
725,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40206394890373,-9.60066891079815]}"
726,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26202925920398,-9.67201713282522]}"
727,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.2672841536774,-9.62414928090434]}"
728,0.27,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.32572824845414,-9.579634061743468]}"
729,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.371831772075616,-9.663951330612255]}"
730,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.21226635479424,-9.583361732317732]}"
731,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3184061569311,-9.584749375116624]}"
732,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.222576895359396,-9.612679943419392]}"
733,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22096747315774,-9.592071010446745]}"
734,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.39337393693368,-9.598672799345264]}"
735,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.17204759813859,-9.60927569899454]}"
736,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.366070579532646,-9.571827259760157]}"
737,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.1849788801831,-9.576183513549823]}"
738,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.237259975276736,-9.577226306404993]}"
739,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.372384693471595,-9.671121911808223]}"
740,0.83,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.205906126127765,-9.67553219863803]}"
741,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.35935817862259,-9.605388680550643]}"
742,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.40433044683637,-9.661781199853808]}"
743,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.180397592878556,-9.674909813468343]}"
744,0.55,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26242298075231,-9.640339431073457]}"
745,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.41050216632217,-9.576840946651417]}"
746,0.97,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4069477342604,-9.671360204285087]}"
747,0.93,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.209843418792744,-9.678431851492034]}"
748,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.19772803477804,-9.62861359138594]}"
749,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.416156413422456,-9.608238399357337]}"
750,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31345505837256,-9.58307267554024]}"
751,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.3715222010456,-9.628266643532678]}"
752,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31405035725329,-9.62291684585689]}"
753,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.394358132972634,-9.644999723318621]}"
754,0.99,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.169954206390706,-9.595648921801795]}"
755,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.349415410502225,-9.617746716265266]}"
756,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.22125033920219,-9.636037291800303]}"
757,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31796130999656,-9.577473508215474]}"
758,0.89,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.31724714313521,-9.597710151527819]}"
759,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.4063960205909,-9.60488401460002]}"
760,0.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-63.26599683018592,-9.582688860145057]}"
